project_id,start_date,end_date,duration_days,budget,spend,team_size,risk_score,satisfaction_rating,high_satisfaction
366,2024-11-05,2025-09-19,318,134934.67,75872.66,23,3,10.0,1
367,2024-03-02,2024-11-17,260,91566.99,92429.75,15,4,8.15,1
368,2022-12-02,2023-06-06,186,69358.74,103809.01,28,3,6.04,0
369,2022-09-15,2022-11-21,67,197115.98,259004.54,16,5,5.26,0
370,2023-05-12,2023-09-15,126,93680.12,104473.89,14,1,9.04,1
371,2024-06-14,2025-04-28,318,180937.86,145881.8,12,3,8.8,1
372,2022-06-09,2023-03-19,283,61391.83,68998.02,28,4,7.57,1
373,2024-05-01,2024-12-12,225,58358.85,59936.96,13,2,8.47,1
374,2023-11-21,2024-03-15,115,25604.13,23711.56,8,1,9.89,1
375,2023-01-15,2024-01-01,351,137300.03,86596.55,9,2,10.0,1
376,2024-08-14,2024-09-22,39,86334.74,119712.11,25,3,7.79,1
377,2023-11-22,2023-12-26,34,175584.48,166767.44,12,5,8.12,1
378,2024-12-02,2025-05-03,152,105177.78,73058.85,27,5,9.71,1
379,2022-10-12,2023-10-06,359,194274.82,168583.79,13,4,9.6,1
380,2023-02-01,2023-06-28,147,53394.59,48809.58,19,5,8.17,1
381,2022-01-12,2022-12-01,323,176352.17,234114.19,19,1,8.01,1
382,2023-05-14,2023-11-18,188,159787.43,197116.07,20,5,5.8,0
383,2024-01-24,2024-12-21,332,158765.93,201522.37,18,4,6.6,0
384,2022-02-04,2022-10-19,257,172060.98,87928.54,12,3,10.0,1
385,2023-12-28,2024-08-29,245,156984.32,143821.81,22,3,8.72,1
386,2024-04-28,2024-11-27,213,132719.66,130243.66,14,5,8.53,1
387,2022-03-31,2022-05-14,44,43624.08,22649.29,24,2,10.0,1
388,2024-02-15,2024-08-19,186,25854.71,19644.75,10,3,9.26,1
389,2023-08-28,2024-02-09,165,185752.61,234102.12,16,5,6.89,0
390,2024-08-27,2025-06-13,290,130997.06,83459.5,6,4,10.0,1
391,2024-10-18,2025-04-22,186,163376.71,169145.56,11,5,7.83,1
392,2023-02-22,2023-05-09,76,106674.02,76293.46,20,3,8.92,1
393,2022-04-25,2023-04-13,353,41115.47,21056.09,7,4,10.0,1
394,2023-09-09,2024-09-04,361,42533.44,31525.85,17,5,8.51,1
395,2024-04-05,2024-10-24,202,143401.75,211642.88,7,1,7.51,1
396,2023-02-17,2023-07-26,159,97455.06,126841.38,22,4,7.75,1
397,2023-12-30,2024-05-02,124,56094.45,81874.15,15,1,8.28,1
398,2024-10-17,2025-03-10,144,108487.02,107169.34,12,2,8.57,1
399,2024-01-31,2024-10-29,272,31557.61,19241.82,10,4,9.23,1
400,2023-11-07,2024-09-23,321,124754.85,130738.03,5,1,9.98,1
401,2023-04-02,2024-02-07,311,68418.81,65297.36,5,3,8.8,1
402,2024-07-08,2025-06-01,328,163560.64,219883.9,27,3,6.53,0
403,2022-07-11,2023-05-19,312,75865.15,45373.62,12,2,10.0,1
404,2024-01-09,2024-04-16,98,101939.63,100740.94,9,4,7.98,1
405,2024-09-04,2025-02-28,177,22091.7,14360.68,20,4,10.0,1
406,2024-10-05,2024-11-14,40,33040.44,27247.66,15,4,8.91,1
407,2022-04-06,2023-01-14,283,90648.84,112164.98,9,2,8.17,1
408,2023-10-25,2024-10-18,359,106388.99,103837.58,8,4,7.67,1
409,2022-02-06,2022-04-14,67,128003.7,112116.94,10,3,9.83,1
410,2022-10-06,2023-03-18,163,72499.26,64848.87,18,1,10.0,1
411,2022-08-05,2023-03-22,229,145096.74,139212.6,26,3,9.03,1
412,2024-05-16,2024-07-07,52,174822.03,224649.2,23,3,6.52,0
413,2024-05-22,2025-04-19,332,160373.18,223253.05,13,1,8.39,1
414,2022-03-03,2023-01-28,331,27131.39,39485.25,16,3,6.22,0
415,2023-08-19,2024-04-22,247,106491.25,137043.95,15,2,7.93,1
416,2023-12-30,2024-06-17,170,38887.43,31709.08,18,1,10.0,1
417,2023-02-01,2023-06-14,133,63568.1,75527.47,27,3,7.69,1
418,2023-11-30,2024-07-26,239,197599.27,185269.69,20,5,7.96,1
419,2024-11-08,2025-03-28,140,45649.2,34450.11,5,3,8.32,1
420,2022-06-26,2022-11-06,133,109799.87,147227.53,17,2,7.59,1
421,2023-01-31,2024-01-11,345,131268.03,70678.17,27,4,10.0,1
422,2023-03-21,2023-10-07,200,146443.69,205279.2,25,3,6.76,0
423,2022-03-17,2023-03-05,353,120736.76,116085.67,25,4,7.71,1
424,2022-09-22,2023-03-03,162,21758.75,24744.08,17,5,7.14,1
425,2023-03-31,2024-02-16,322,78763.04,91314.24,6,3,8.23,1
426,2023-12-19,2024-12-10,357,113188.1,157910.73,8,1,7.78,1
427,2024-01-05,2024-06-09,156,35815.97,40710.93,10,4,7.28,1
428,2024-04-30,2024-09-12,135,83112.85,92582.19,27,5,6.81,0
429,2022-05-24,2022-09-22,121,25976.56,14719.67,9,1,10.0,1
430,2024-06-03,2025-04-15,316,34144.13,34772.66,29,1,9.76,1
431,2024-12-28,2025-03-18,80,91446.19,59455.48,7,1,10.0,1
432,2023-01-31,2023-03-30,58,43888.84,54309.53,5,1,8.13,1
433,2024-11-14,2025-10-05,325,122157.35,123650.35,8,3,9.24,1
434,2024-08-05,2025-06-27,326,144103.69,170075.18,29,3,8.42,1
435,2024-06-09,2025-02-07,243,164105.61,88891.56,24,3,10.0,1
436,2023-07-23,2024-05-14,296,56027.04,32764.17,6,5,9.01,1
437,2024-11-28,2025-09-10,286,50146.86,60994.8,9,5,6.28,0
438,2022-04-19,2023-03-16,331,38822.21,22209.58,7,5,10.0,1
439,2024-12-01,2025-04-10,130,134557.44,76866.84,13,2,10.0,1
440,2024-07-23,2024-12-09,139,147165.63,75364.77,24,5,9.91,1
441,2023-02-02,2023-09-01,211,25685.51,37410.98,10,3,5.98,0
442,2023-09-26,2024-09-02,342,188518.2,233292.85,22,3,7.98,1
443,2024-01-03,2024-02-02,30,29354.83,25047.05,10,2,8.9,1
444,2022-08-23,2023-08-06,348,117433.34,93539.83,23,2,10.0,1
445,2023-10-20,2024-01-12,84,147630.89,125442.44,16,5,8.05,1
446,2024-01-21,2024-07-17,178,176774.44,225326.16,29,4,7.36,1
447,2023-08-11,2024-07-14,338,148535.65,172504.94,15,2,8.49,1
448,2024-10-29,2025-04-13,166,164311.05,112585.2,6,1,10.0,1
449,2024-08-11,2025-03-30,231,81101.03,54670.96,19,3,10.0,1
450,2023-05-07,2024-04-13,342,166668.52,99733.72,16,1,10.0,1
451,2024-07-01,2024-11-24,146,34420.67,39938.4,16,3,8.2,1
452,2022-06-19,2022-12-19,183,181067.0,228936.16,13,3,7.06,1
453,2024-08-03,2025-06-19,320,118566.63,90708.98,25,2,10.0,1
454,2024-03-05,2024-06-05,92,167113.6,87056.99,28,2,10.0,1
455,2023-09-26,2024-06-25,273,101417.29,59042.27,6,1,10.0,1
456,2022-01-29,2022-03-24,54,135843.99,199399.96,26,3,6.13,0
457,2022-12-05,2023-04-03,119,114752.48,91279.26,7,1,10.0,1
458,2023-05-15,2023-08-27,104,151686.11,192523.52,16,4,6.41,0
459,2023-05-26,2024-04-13,323,34693.4,39018.4,20,1,8.88,1
460,2022-08-05,2023-04-01,239,30863.38,27219.64,25,5,6.74,0
461,2024-12-29,2025-02-13,46,64478.58,45501.71,28,1,10.0,1
462,2023-03-21,2023-08-25,157,48718.04,30272.73,5,5,10.0,1
463,2024-05-25,2025-03-01,280,176921.04,197269.25,25,5,7.12,1
464,2022-06-16,2023-01-10,208,59458.52,75787.84,7,5,5.47,0
465,2022-04-01,2022-10-29,211,195655.75,223811.44,24,4,6.88,0
466,2023-12-15,2024-06-13,181,80641.24,83084.84,6,1,8.13,1
467,2022-02-08,2022-04-03,54,52781.22,28604.85,13,1,10.0,1
468,2022-06-22,2023-01-17,209,162145.73,238109.18,23,4,5.15,0
469,2023-10-15,2024-05-29,227,138567.4,179959.45,19,3,6.99,0
470,2024-01-24,2024-08-01,190,109675.23,86952.94,22,2,9.96,1
471,2024-12-17,2025-07-11,206,119965.44,177545.29,15,1,7.84,1
472,2023-04-21,2024-02-29,314,149456.32,164683.17,29,2,8.53,1
473,2023-04-01,2023-07-02,92,61121.85,66159.68,27,4,7.99,1
474,2024-04-08,2024-10-04,179,199340.1,248791.03,20,3,7.53,1
475,2024-06-13,2024-12-13,183,195462.77,256402.16,26,3,7.62,1
476,2024-10-21,2025-04-24,185,137058.62,158505.36,21,3,7.6,1
477,2023-01-22,2023-04-10,78,55917.64,35121.63,9,4,10.0,1
478,2022-12-14,2023-04-06,113,142441.08,119403.73,16,5,7.32,1
479,2022-07-09,2023-01-31,206,32995.71,47120.63,15,5,5.79,0
480,2023-05-20,2023-11-13,177,25517.45,18490.34,19,2,9.94,1
481,2024-04-03,2024-08-28,147,66382.92,57896.99,7,5,7.89,1
482,2024-07-17,2024-10-17,92,103272.13,96257.57,5,5,8.12,1
483,2024-07-22,2025-02-25,218,176289.05,165606.81,24,3,9.08,1
484,2022-05-14,2022-07-31,78,150890.43,167931.93,20,3,8.24,1
485,2022-02-27,2023-02-18,356,153687.17,221782.24,6,2,6.09,0
486,2023-11-16,2024-08-28,286,96588.8,71542.62,6,1,10.0,1
487,2023-11-03,2024-07-13,253,82268.3,51129.86,7,2,10.0,1
488,2022-06-22,2022-12-09,170,86786.98,60531.36,12,2,10.0,1
489,2024-03-25,2024-11-24,244,197776.92,274301.74,28,4,6.38,0
490,2022-03-21,2022-11-16,240,27219.65,31188.57,19,4,7.13,1
491,2024-06-04,2025-05-17,347,176065.67,138371.21,11,2,10.0,1
492,2022-07-22,2022-09-21,61,124161.57,163390.04,10,2,6.34,0
493,2024-02-03,2024-08-08,187,98950.78,134708.62,13,2,7.34,1
494,2022-02-16,2022-12-27,314,150546.38,202712.86,24,5,5.88,0
495,2023-10-18,2024-09-16,334,107600.41,152677.08,5,4,5.65,0
496,2023-04-16,2024-02-25,315,177216.18,133309.28,12,2,9.2,1
497,2024-08-28,2025-02-17,173,182126.34,228576.19,27,3,7.12,1
498,2024-11-01,2024-12-19,48,95909.77,92125.12,27,3,8.68,1
499,2024-01-06,2024-02-22,47,69829.0,93710.42,7,5,5.61,0
500,2024-02-23,2024-12-05,286,126623.06,155555.25,8,5,5.44,0
